name,dck1,dck2,dck3,pd1,pd2,pd3,pg1,pg2,pg3,rd1,rd2,rd3,rg1,rg2,rg3,sov1,sov2,sov3,yd1,yd2,yd3,yg1,yg2,yg3
ATP15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATP17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ATP18,652,636,462,0,2,4,0,10,32,1,2,30,3,10,10,434,2075,434,153,193,129,42,34,10
ATP19,11100,8238,9344,1673,925,683,942,512,322,1349,1111,372,1281,751,464,8059,37920,8911,4197,2994,3252,1196,1111,445
ATP20,805,229,547,6,13,3,28,56,26,2,27,8,32,29,6,542,2281,709,181,241,137,36,79,22
ATP22,44,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,2,0,0,0
ATP23,40,0,32,0,0,0,0,0,0,0,0,0,0,0,0,6,45,8,8,5,0,0,0,0
ATP25,26,38,28,0,0,0,0,0,0,0,0,0,0,0,0,34,158,39,0,4,2,0,2,0
ATP4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
ATR1,341,187,524,4,51,0,6,36,8,10,10,11,35,33,41,438,2103,612,283,207,180,62,56,21
ATR2,1436,754,995,34,102,113,61,122,76,72,170,110,82,103,124,1153,4163,1041,502,359,394,122,122,70
ATS1,218,178,197,8,186,8,18,87,41,2,0,10,35,39,76,8,109,1,249,293,162,188,348,107
ATX1,321,242,269,6,4,4,14,14,7,7,4,0,12,11,13,625,2064,521,108,108,83,35,23,25
ATX2,498,222,261,145,32,93,34,32,14,32,72,33,59,25,32,357,1706,460,206,175,173,50,73,34
AUS1,1428,1179,741,742,224,72,215,201,42,96,73,84,253,193,33,1282,5595,1292,529,511,396,125,178,61
AVL9,90,95,97,0,0,0,0,0,0,0,0,2,0,0,6,204,266,131,20,11,4,0,0,6
AVO2,673,575,420,243,96,253,222,133,72,138,84,68,202,190,216,584,2417,597,386,297,258,248,239,189
AVT1,1074,1147,1123,77,226,241,74,175,123,54,106,176,81,143,132,1125,5146,1150,709,514,454,163,163,60
AVT2,1589,1307,1198,135,81,73,84,69,37,70,63,22,84,49,43,1602,6724,2029,573,417,325,94,104,45
AVT4,1535,715,1083,2161,964,1982,2070,1129,950,1687,436,1087,2014,1171,1552,555,2509,480,1810,1070,1571,1962,1505,787
AVT6,2592,2126,2054,391,438,241,256,233,71,280,169,150,351,254,155,2994,10221,2355,1176,879,924,306,334,149
AVT7,2160,1603,1527,429,555,1205,376,307,203,601,455,330,558,397,284,2032,8693,2101,1246,941,1081,525,528,195
AXL2,914,1093,948,1210,137,526,316,64,182,733,71,356,351,75,235,649,4483,660,767,575,613,314,299,106
AYR1,874,672,390,1525,1721,2191,1717,1766,1270,1298,1203,1272,1732,1407,2410,383,2048,424,757,621,814,1565,1361,826
AYT1,2775,2016,2549,450,187,788,276,98,323,267,111,351,307,97,465,3222,12978,3073,1661,1359,1222,339,376,198
AZF1,418,164,377,1186,2293,3664,647,1675,1787,746,1503,1869,738,1578,2248,36,152,13,1085,997,824,996,2268,823
AZR1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
BAG7,298,228,155,324,251,332,336,262,320,248,185,246,339,297,375,47,432,97,468,283,412,556,361,190
BAP2,2767,1771,2815,334,392,601,316,290,283,387,255,367,329,306,240,1047,4034,1060,1403,996,1000,419,374,153
BAP3,1504,1202,1421,64,9,186,187,66,93,193,1,155,217,21,186,1522,7841,1558,921,630,639,229,218,105
BAR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
BAT2,2109,2042,1737,562,275,648,345,197,213,549,128,106,382,257,270,1775,8630,1826,1166,924,933,291,317,111
BBC1,1222,787,939,53,0,134,28,3,35,27,0,45,65,1,57,696,3151,856,358,352,301,54,97,45
BCD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BCH1,4897,3284,3053,755,276,199,265,296,144,366,122,131,343,200,250,4089,17136,4332,1832,1320,1275,560,474,247
BCH2,59,210,190,0,0,0,0,18,2,2,0,0,1,17,0,34,152,21,199,134,80,77,80,16
BCK1,1500,1374,1357,50,137,307,84,57,65,90,22,46,74,60,117,1210,5315,1237,554,404,403,148,176,84
BCS1,10,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,20,8,9,0,0,4
BDF1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BDF2,986,724,1222,83,108,56,39,125,10,56,55,0,62,73,13,1173,4772,1112,271,227,222,62,95,54
BDH1,3607,2755,2038,5284,7633,9340,3672,4549,4757,3027,3791,4083,3754,4702,6047,920,4815,1182,5770,4003,4314,4941,5844,2487
BDH2,3217,2226,2738,70923,69220,312814,59375,55596,156416,69317,53307,153251,68321,57760,278911,3134,16816,3934,16287,11884,19826,29936,34385,38617
BEM1,86,103,132,4,0,0,111,0,0,2,0,0,102,0,0,49,255,74,24,55,24,12,7,0
BEM2,3045,1726,2011,1118,2520,3704,762,1742,2033,1047,1510,2275,969,1684,2881,1153,5939,1411,3118,2783,2358,2281,5794,2306
BEM4,279,156,180,1,0,2,8,3,4,0,0,0,4,1,17,164,567,65,242,304,198,58,92,18
BER1,432,438,310,759,561,433,369,229,246,491,153,217,379,327,381,755,3056,674,990,805,938,696,725,400
BET1,2259,1695,1573,68,116,76,2089,2049,370,73,30,9,2338,1961,1049,258,1609,282,2270,1667,2044,1422,1286,567
BFA1,1830,936,1320,617,516,425,217,261,109,512,584,209,263,247,276,601,2253,662,721,498,457,205,168,76
BGL2,1521,1046,1444,15,74,153,41,79,64,37,50,61,67,96,167,1065,5006,1279,624,486,431,158,158,92
BIK1,166,238,102,0,0,1,0,2,0,0,0,0,0,0,1,190,616,202,85,98,57,19,38,10
BIM1,1148,772,894,469,752,1480,1079,889,694,482,193,554,894,736,887,643,1939,320,2113,1687,1762,2390,3035,964
BIO2,2665,2096,2149,635,334,204,284,231,116,335,284,100,326,213,160,2526,12339,3228,1857,1414,1236,406,403,197
BIO3,3115,2785,2603,795,561,350,360,275,253,969,388,211,485,413,373,3970,15878,3874,1876,1559,1521,467,459,159
BIO4,2348,1805,1771,2716,3025,3893,1277,2674,1528,1404,1650,1708,1438,2749,2035,1386,5882,1780,2261,2014,1578,1621,3509,1308
BIO5,2240,1707,1665,1712,1276,1731,2401,1804,1299,1553,977,1095,1951,1562,2180,927,4030,1299,2459,1666,2399,2646,2271,1468
BIT2,2220,1754,1820,347,160,176,392,155,145,359,351,147,358,214,201,2384,9781,2238,1345,945,1005,209,238,104
BIT61,904,581,713,124,17,179,92,38,56,206,59,20,100,68,122,1069,3710,698,394,292,375,121,146,61
BLI1,575,524,497,690,14,233,49,19,47,106,49,42,71,10,59,518,1756,396,370,302,263,44,81,44
BLM10,1601,1058,1065,318,266,286,233,132,55,237,222,157,213,157,173,315,1551,416,732,488,553,337,330,152
BLS1,1242,1286,911,192,226,392,178,130,111,173,129,166,234,127,143,1115,4262,1163,669,474,445,168,141,61
BMH1,1866,1709,1591,455,1039,1873,816,1584,1184,697,615,713,929,1538,1849,103,401,182,3917,3360,2521,1785,2019,816
BMH2,595,559,559,40,27,35,31,1,25,34,10,38,20,32,34,377,2128,446,217,204,198,60,44,18
BMT2,1791,1087,1487,1300,1156,735,1315,1169,705,1085,664,490,1531,1336,858,1473,6164,1605,1951,1173,1242,937,972,423
BMT5,1711,1059,1303,249,280,136,206,143,79,270,143,140,270,132,101,1487,6384,1547,917,634,625,163,200,94
BMT6,1422,1145,1049,46,102,104,36,136,35,27,147,72,59,84,77,1513,5943,1625,624,431,436,144,151,63
BNA1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BNA2,1149,469,1060,283,133,38,153,233,70,76,120,37,125,235,151,791,4587,757,556,440,478,181,148,47
BNA3,806,306,634,7,80,13,55,38,8,41,42,1,36,49,16,1010,4377,1145,402,285,287,92,123,72
BNA4,416,380,370,132,83,104,17,56,48,40,52,67,66,53,141,457,2132,432,217,192,209,76,51,27
BNA5,196,174,135,2424,2426,4846,2100,2153,2120,2135,1580,2469,2307,2087,3281,420,1199,301,1257,1027,1389,2239,2068,1682
BNA7,4925,4116,3274,2831,1269,2310,1256,866,991,1693,997,1296,1543,866,1170,3753,16588,3400,3389,2469,2891,1526,1321,610
BNI1,675,561,671,2,2,19,91,33,35,2,7,30,62,25,75,673,1946,509,717,574,530,165,141,58
BNI5,983,730,657,1381,1729,2665,1465,1437,1175,1340,1394,1179,1505,1498,1702,336,1576,383,1112,954,997,1254,1724,897
BNR1,1056,1139,1021,2,256,204,1,119,63,0,293,233,6,101,141,659,3017,897,554,385,364,167,146,52
BOI2,1363,958,1162,281,136,118,37,248,31,113,77,16,61,240,38,1354,6847,1472,604,521,484,148,131,71
BOL1,28700,25697,25673,2461,1313,1898,1438,1146,689,1890,1096,1067,1996,1069,1301,21781,120289,34474,8862,6730,6389,1723,1805,955
BOL2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOL3,1474,1707,1346,699,4655,4095,680,3220,1724,922,4097,2261,1014,3570,2229,185,900,333,2665,2307,1482,2060,4631,1224
BOP2,2062,949,1738,87,161,98,971,322,154,165,37,54,888,285,220,875,6372,1110,1263,1031,1222,839,818,387
BOR1,10882,7679,8180,1547,1001,4002,1029,700,1357,1027,777,1641,1121,704,2055,8613,38771,10315,4058,2866,3065,1852,1843,947
BPH1,4500,3172,2956,742,336,941,342,296,292,287,213,428,476,356,421,3519,16977,3657,1946,1482,1533,465,483,233
BPT1,826,570,484,1068,697,544,887,572,299,1215,313,241,966,527,620,339,1310,231,1732,937,1204,780,539,319
BRE1,1013,503,465,46,28,77,927,737,441,43,21,15,893,572,1250,539,1684,306,1190,778,1090,866,720,417
BRE2,338,152,297,1145,1690,2123,1354,2124,1391,830,1656,1454,1469,2006,2446,410,2005,375,888,1147,945,1729,3326,1534
BRE4,437,263,449,1289,2445,3055,841,1931,1816,790,1531,1751,879,1992,2230,50,237,44,1309,1020,715,1053,2123,828
BRR1,921,870,849,3,1,12,29,2,20,0,0,0,30,0,0,187,1376,225,434,312,334,75,130,21
BRR2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BSC1,2097,1492,1196,136,202,187,192,165,96,262,76,44,207,111,196,1863,6872,1789,545,549,452,293,332,158
BSC2,978,813,588,1365,2030,3318,842,1613,1683,822,1561,1773,866,1676,2109,371,948,276,1347,1188,937,1117,2652,1009
BSC4,6437,4585,5344,776,997,1075,381,390,317,346,448,432,455,391,448,5520,29197,6407,2425,1821,1736,492,532,206
BSC6,663,549,553,31,20,95,30,49,82,5,14,16,30,50,83,735,2698,738,346,239,250,60,73,53
BSD2,2502,2255,1844,260,346,562,233,281,208,220,286,200,226,173,214,910,6235,1089,1560,1199,1232,392,372,161
BST1,539,444,322,14,6,10,4,6,2,16,9,4,7,4,0,130,885,246,101,97,79,37,28,4
BTN2,2053,1871,1711,227,211,395,117,151,55,205,164,117,174,139,43,1918,9111,1815,664,490,515,208,151,71
BTT1,428,190,249,139,57,246,100,142,96,106,76,53,139,121,170,49,483,155,551,407,315,214,304,162
BUB1,154,81,68,0,0,0,0,0,0,0,0,0,0,0,0,36,139,24,18,23,20,0,0,0
BUB2,2213,1747,1526,5261,2809,4471,3019,2377,2132,3234,1678,2065,3622,2137,3452,2603,10202,2408,2767,2205,2629,2971,2739,1783
BUD14,7,16,7,0,0,0,0,0,0,0,0,0,2,4,4,2,21,12,0,6,2,2,4,0
BUD16,1664,1485,1830,66,33,108,1090,1047,336,27,19,10,1027,910,1500,386,1357,418,2438,1438,1679,1697,1563,1208
BUD17,550,266,301,141,59,447,163,164,93,118,52,120,175,190,300,167,879,433,476,270,318,374,254,231
BUD2,1544,569,695,293,180,365,130,112,60,150,108,59,137,104,40,684,3518,849,421,342,352,92,117,53
BUD22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
BUD26,872,555,892,0,78,314,1,39,130,0,73,245,0,68,183,749,2287,568,326,339,277,65,118,30
BUD27,460,284,287,0,0,0,0,0,0,0,1,0,1,0,0,62,195,49,54,88,61,6,10,10
BUD3,1109,968,734,117,89,663,92,100,123,116,163,136,103,130,225,859,4403,1164,462,343,421,83,97,68
BUD30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0
BUD31,221,227,139,0,1,2,0,5,0,0,0,1,1,26,0,582,2986,609,55,75,39,4,45,10
BUD6,1482,887,1114,66,441,252,130,178,173,178,202,287,156,224,328,671,2303,608,1086,682,762,531,404,204
BUD7,15,10,4,0,0,4,8,2,2,0,4,2,0,6,9,0,6,2,8,0,6,8,4,0
BUD8,2033,1665,1536,362,235,372,132,240,118,306,315,162,173,217,148,2317,10078,2284,1043,811,831,263,239,96
BUD9,584,511,522,47,69,135,43,84,19,98,53,23,65,72,16,527,1918,699,338,220,239,51,80,30
BUG1,814,440,532,81,54,0,77,52,29,80,28,11,54,32,36,768,3114,773,439,369,347,68,96,40
BUL1,700,384,502,47,1,5,23,7,4,112,1,5,70,2,25,3733,9702,1445,381,429,319,112,106,19
BUL2,2365,1889,1952,1343,705,1250,475,459,412,670,684,559,577,608,528,2590,10999,2668,1451,1207,1349,755,891,319
BXI1,2478,2255,2080,748,113,371,278,128,200,554,69,310,451,90,197,2402,9586,2407,1410,907,942,288,333,137
BYE1,1525,1169,732,2567,1795,2426,1387,1666,1120,1654,1062,1165,1688,1415,2033,116,655,55,1612,1366,1377,1545,1705,890
BZZ1,389,363,236,620,867,1076,793,823,828,951,545,623,1049,1309,805,124,691,118,1066,749,777,728,886,454
CAC2,936,761,911,96,74,12,144,58,48,54,4,93,113,42,81,315,2030,275,353,265,256,55,103,40
CAD1,3747,2500,3204,1225,1125,2956,850,645,1041,1167,716,1286,972,693,1557,2370,10926,3030,3329,2171,2597,1510,1182,587
CAF120,390,359,413,3,6,99,26,15,23,38,8,13,35,21,18,487,1918,375,131,127,54,15,24,10
CAF130,699,544,299,4,120,97,1,57,4,71,38,0,28,83,22,630,3074,585,231,254,171,69,56,26
CAF16,306,321,266,98,94,235,148,129,50,166,72,114,158,152,223,218,1536,393,290,146,225,223,211,169
CAF20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAF4,1004,549,474,18917,16226,87772,17933,16870,38758,22451,20897,45038,18812,17962,69776,871,3277,828,5379,3511,6142,8050,8971,11867
CAF40,1,0,0,1,0,1,0,1,1,0,1,0,2,1,2,0,2,1,1,0,0,0,0,0
CAJ1,10,4,8,0,0,0,0,2,0,2,0,0,0,0,4,0,4,4,0,2,4,0,0,0
CAN1,1706,1248,1083,354,783,804,285,276,421,395,359,426,343,355,556,872,5008,1042,818,757,466,370,681,161
CAP1,1168,435,842,273,14,104,171,70,46,476,236,44,244,122,51,1158,6121,1901,917,565,565,259,276,126
CAP2,1176,897,926,20,18,36,458,466,149,11,10,1,373,343,424,57,416,121,335,274,318,325,387,245
CAR1,1303,854,1212,1575,1431,2776,1378,1350,1523,2028,1128,1883,1569,1125,1950,289,1358,241,2727,1859,2337,1640,1363,695
CAR2,1491,1431,1095,894,435,1084,797,448,539,785,488,382,998,519,733,205,1308,286,1713,1486,1304,1054,1243,576
CAT2,484,508,581,1211,2598,5445,1005,2331,1916,1569,2461,2340,1027,2354,2791,56,200,77,1201,1046,873,1328,2901,1177
CAT5,75,66,27,0,0,0,0,2,0,0,0,0,0,0,0,65,113,24,8,35,11,4,6,0
CBF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
CBF2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CBF5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CBK1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CBP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,14,4,4,2,4,0
CBP4,259,51,113,0,0,20,0,0,11,0,1,8,1,0,10,82,545,94,13,34,16,4,6,0
CBR1,1756,1476,1582,787,635,492,506,372,224,800,412,142,510,344,240,1267,6123,1820,1454,1076,1118,411,502,219
CBS2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CBT1,215,285,176,0,8,1,0,19,0,0,0,0,1,20,0,41,417,111,52,94,24,3,14,4
CCA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CCC1,454,220,276,59,4,49,52,11,19,68,6,32,41,14,45,532,2038,733,195,175,156,40,60,39
CCC2,23,15,6,4,0,16,6,6,4,14,2,8,6,4,4,4,12,0,25,14,18,14,10,8
CCE1,1495,1188,863,276,1,518,90,1,111,251,0,236,125,8,95,265,1601,421,484,590,501,156,220,88
CCH1,1050,916,571,18,4,11,9,58,25,17,16,44,25,60,73,1312,3902,1077,387,304,284,92,102,46
CCM1,18,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,20,0,0,6,0,2,0
CCP1,335,154,247,109,306,201,113,169,78,257,120,93,165,195,114,151,371,80,381,283,265,247,230,81
CCR4,107,23,91,0,0,0,0,0,0,0,0,0,0,0,0,131,207,73,21,43,33,3,6,7
CCS1,999,626,595,9,37,16,92,17,99,3,0,6,84,13,244,1267,4648,934,407,508,305,191,395,82
CCT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CCT4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CCT7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CCW14,1911,1542,1368,71,109,301,172,151,98,154,117,123,174,135,112,1123,6092,1553,727,577,572,184,229,126
CDA1,58,42,56,16,0,2,8,5,4,0,5,1,8,6,4,73,308,44,31,17,14,2,4,7
CDA2,1805,1300,1720,160,185,285,4131,3088,1804,111,46,77,3659,2651,5351,543,1673,480,3743,2367,3377,3380,2845,1759
CDC123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CDC23,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDC25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CDC27,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
CDC34,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CDC39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
CDC45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CDC73,148,105,173,0,0,0,0,13,0,0,0,0,0,16,0,117,596,64,25,51,32,4,14,3
CDC9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CEG1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEM1,270,71,155,0,0,0,0,6,0,0,4,0,0,12,0,76,65,80,63,75,24,6,25,2
CEX1,322,237,207,320,567,355,202,273,95,376,252,78,265,184,268,88,393,64,452,480,348,249,448,129
CFD1,239,144,140,6,24,1,211,507,35,8,4,0,232,458,86,5,238,13,266,152,169,150,219,109
CGR1,7969,5974,5642,34,252,153,104,271,96,169,161,24,149,287,121,6627,34056,6947,2317,2498,1813,464,663,225
CHA4,7109,5761,5447,512,273,600,490,165,225,630,170,458,522,181,462,4899,25102,5398,2645,1974,1823,477,603,266
CHD1,4877,3778,3462,1126,715,1732,697,614,341,702,329,409,818,606,394,6807,32496,7018,3584,2378,2513,1209,1045,450
CHL4,822,723,633,248,400,167,296,422,236,341,90,322,227,323,516,214,797,340,827,818,538,455,1034,280
CHM7,2176,1525,1662,196,296,369,162,183,143,233,227,354,258,203,203,2053,10183,2127,1213,784,761,288,262,137
CHO2,2806,2410,2379,20,77,187,57,44,58,100,21,181,69,60,86,6815,22032,5319,704,696,635,73,94,68
CHS3,422,391,322,16,20,60,18,13,8,59,35,22,28,18,29,187,800,235,126,131,102,18,24,15
CHS5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CHS6,53,24,32,4,0,14,1,2,2,12,3,2,6,0,0,16,68,30,11,10,3,6,6,0
CHS7,30,17,28,0,0,4,2,0,2,2,0,0,0,0,1,16,33,20,2,0,0,2,0,2
CHZ1,769,386,593,101,66,0,50,82,30,46,33,24,46,68,8,1083,3448,1091,253,224,183,30,63,24
CIK1,172,92,200,94,0,6,18,2,8,0,2,0,25,13,17,642,2450,588,238,215,204,137,131,43
CIN1,1479,1290,1206,101,44,494,68,54,96,84,48,39,61,103,134,1734,6449,1405,590,402,407,164,109,25
CIN10,790,567,741,128,22,49,77,19,18,52,29,20,90,46,36,654,2969,723,398,258,236,79,105,59
CIN5,1666,946,1305,221,336,212,361,291,150,316,271,157,354,251,202,1196,4819,1414,989,616,671,312,245,123
CIN8,332,388,321,192,58,0,80,29,2,47,0,1,89,44,0,179,1038,196,292,320,267,197,215,96
CIR1,500,381,251,196,91,1,65,67,1,74,151,1,129,55,0,385,1974,392,260,165,170,51,60,19
CIS1,578,651,342,346,832,687,599,846,550,586,705,757,718,740,809,119,431,63,1349,1055,884,921,966,411
CIS3,217,263,291,264,159,365,296,185,125,288,173,207,235,164,263,33,314,73,415,249,347,242,216,115
CIT1,297,161,153,15,4,23,17,0,4,10,6,8,6,8,0,152,569,163,116,68,43,4,8,6
CIT2,865,555,526,56,0,180,70,16,14,131,22,49,125,8,28,653,3802,824,361,353,310,109,91,42
CKA2,523,366,450,2288,2917,3564,2333,2243,2160,1764,1469,1329,2405,2719,3601,2281,7786,1357,1855,1013,1469,3294,4944,2864
CKB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CKB2,678,499,556,0,0,48,0,0,7,0,0,4,1,2,11,274,1013,354,180,193,106,39,40,16
CKI1,1662,1563,1311,141,174,350,162,156,93,44,229,94,132,154,143,387,2125,229,930,689,681,210,282,131
CLB1,703,544,419,1055,2914,3821,746,2281,1974,1104,2257,3054,914,1953,2391,350,1670,301,1390,1079,913,1311,2398,966
CLB4,566,604,547,79,32,96,144,66,27,173,83,22,118,72,106,580,2636,647,417,211,247,114,110,38
CLB6,361,194,150,1989,2565,1837,765,1607,1022,967,1707,1079,787,1669,1212,57,349,27,709,667,569,728,1836,581
CLD1,187,142,253,1325,734,2937,1139,806,755,1135,657,909,1232,782,1942,405,1960,512,710,498,642,1074,968,1050
CLG1,1463,1399,1424,45,73,329,147,45,50,127,10,59,126,40,150,619,2670,685,580,466,383,107,107,65
CLN1,2825,1990,2149,457,300,298,219,203,121,255,156,61,283,171,165,1990,8063,1938,1073,773,754,158,256,111
CLN2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CLN3,1929,1610,1504,819,610,704,878,453,489,988,348,383,997,407,976,1999,10906,2401,2048,1262,1644,1161,940,512
CLP1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLU1,1630,1042,1012,270,220,206,122,170,48,205,189,51,161,198,53,1212,6297,1275,752,526,635,219,190,110
CMC4,2698,1759,2040,374,635,549,1702,1419,684,652,504,418,1818,1346,1318,1877,6945,1732,2312,1845,2207,1277,1549,650
CMG1,581,807,541,1138,1641,1645,1560,1534,1020,1382,833,956,1706,1432,1507,294,1524,291,1687,976,1479,1988,1416,695
CMI7,2,0,0,0,0,0,0,2,0,0,0,0,1,0,1,1,0,2,0,0,2,0,0,0
CMK1,6099,4463,5546,354,337,238,321,189,107,435,220,120,337,229,243,4868,24301,6277,1429,1054,1117,312,256,140
CMK2,757,383,673,44,48,17,70,54,27,144,59,57,85,55,33,535,1601,697,352,234,241,87,74,49
CMP2,1141,909,840,466,132,421,276,134,124,304,227,128,312,161,150,1327,5885,1382,678,352,494,178,162,68
CMR1,851,540,810,45,136,14,67,87,30,93,118,64,120,106,88,611,3307,668,426,431,424,153,123,55
CMR2,2392,1955,2445,318,458,617,203,457,215,176,261,226,219,482,348,2982,15465,3121,907,850,731,325,436,240
CMR3,1481,870,782,164,118,187,65,117,64,114,116,8,91,132,107,1674,6260,1209,525,423,435,137,119,54
CMS1,1463,1258,1123,62,103,195,129,131,80,168,290,96,145,151,98,1509,7224,1759,623,478,462,148,152,52
CNA1,7058,5996,5637,1642,1343,2678,1471,1143,1321,2035,1176,1250,1838,1227,1234,3099,14274,3052,4954,3090,3837,1766,1378,806
CNB1,1593,1008,1057,35,673,5,97,91,14,62,13,9,69,69,45,1941,8100,1735,735,594,634,218,242,81
CNE1,1046,940,1011,563,741,310,411,328,177,394,380,183,468,336,394,156,1321,190,1654,1345,1172,501,442,157
CNM1,743,599,496,993,187,311,440,161,265,523,101,277,458,169,276,510,2153,445,865,473,698,586,417,197
COA1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,0,0,0,0
COA2,1549,1137,1069,14,42,2,16,36,42,37,21,0,17,42,92,2045,6606,1712,377,536,254,70,97,58
COA3,189,73,336,0,0,0,1,0,0,0,0,0,0,0,0,117,281,279,72,58,44,6,10,8
COA4,356,170,193,102,116,2,14,20,2,47,6,0,49,12,15,374,1540,336,229,191,143,58,55,14
COA6,237,117,185,24,0,0,2,4,0,12,2,0,14,4,0,269,1116,229,21,33,32,8,12,2
COG6,66,44,29,26,6,28,12,23,4,9,10,6,10,22,16,63,284,42,88,42,63,27,31,29
COG8,628,544,534,65,80,60,31,43,52,25,17,32,15,61,84,944,3450,910,163,142,173,58,52,36
COQ1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,4,11,2,2,0,0,0
COQ10,74,45,42,0,0,0,0,0,0,0,0,0,0,0,0,70,382,52,31,53,24,5,16,8
COQ11,694,614,628,445,1459,1512,422,1197,708,326,814,804,434,1342,1199,287,1882,150,934,621,641,650,1224,501
COQ2,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,205,0,0,4,0,2,0,0
COQ3,100,136,72,0,16,1,0,42,0,1,12,0,0,28,0,184,534,158,46,21,35,3,6,2
COQ4,30,14,17,0,0,270,0,0,6,2,0,41,0,0,10,8,32,0,13,6,8,0,10,0
COQ5,269,408,235,0,0,6,0,0,16,0,0,0,2,0,63,348,1178,290,119,133,56,18,22,1
COQ6,1006,648,641,0,7,35,4,42,5,3,7,17,7,27,0,1129,5755,1078,385,603,174,50,95,43
COS10,2569,2284,2205,19989,15407,43103,19175,13310,18474,13955,9194,14436,19887,12946,31959,4628,21142,4872,12912,9682,13042,18462,15962,14264
COS111,1546,1181,1261,125,15,162,101,7,47,64,2,67,92,1,118,1563,7299,1369,526,430,389,159,143,95
COS12,693,589,564,775,792,1311,992,775,743,784,854,688,1017,877,1156,307,1644,446,828,711,792,930,1006,469
COS6,1381,700,750,142,18,258,50,101,46,42,43,44,38,85,118,1152,4497,1046,509,448,379,115,117,55
COT1,1814,1164,1655,654,260,751,449,239,437,367,256,513,473,246,645,1984,6597,1869,995,752,710,448,430,165
COX11,0,16,28,0,0,0,0,0,0,0,0,0,0,0,0,19,142,20,4,3,0,0,0,0
